Unnamed: 0;panoid;Latitude;Longitude;date;angle;type
43;ev-nOFSJvdDRN_3RDiZmQw;12.3515771135201;8.12856521345496;2021-09;270;detected_crop
44;guLBSkLdZGw62SZSTao5cw;12.3523127163413;8.12651560869081;2022-05;0;collected_point
45;guLBSkLdZGw62SZSTao5cw;12.3523127163413;8.12651560869081;2022-05;90;collected_point
46;guLBSkLdZGw62SZSTao5cw;12.3523127163413;8.12651560869081;2022-05;180;collected_point
47;guLBSkLdZGw62SZSTao5cw;12.3523127163413;8.12651560869081;2022-05;270;collected_point
48;rW7Q35B81qEvbG7D2aTT1g;12.352391753651;8.12553728544532;2021-09;0;collected_point
49;rW7Q35B81qEvbG7D2aTT1g;12.352391753651;8.12553728544532;2021-09;90;collected_point
50;rW7Q35B81qEvbG7D2aTT1g;12.352391753651;8.12553728544532;2021-09;180;collected_point
51;rW7Q35B81qEvbG7D2aTT1g;12.352391753651;8.12553728544532;2021-09;270;collected_point
52;Az2QYcganITtAp_xooCIVA;12.3524555253722;8.1245329761264;2021-09;0;crop
53;Az2QYcganITtAp_xooCIVA;12.3524555253722;8.1245329761264;2021-09;90;collected_point
54;Az2QYcganITtAp_xooCIVA;12.3524555253722;8.1245329761264;2021-09;180;collected_point
55;Az2QYcganITtAp_xooCIVA;12.3524555253722;8.1245329761264;2021-09;270;crop
56;_QTzuH6iFMDVjmTGJTugYg;12.3520075071648;8.12367592423039;2021-09;0;crop
57;_QTzuH6iFMDVjmTGJTugYg;12.3520075071648;8.12367592423039;2021-09;90;collected_point
58;_QTzuH6iFMDVjmTGJTugYg;12.3520075071648;8.12367592423039;2021-09;180;crop
59;_QTzuH6iFMDVjmTGJTugYg;12.3520075071648;8.12367592423039;2021-09;270;crop
60;zPSCHyRS81IT0QXcSAVDAA;12.3190595585247;8.04519546948555;2021-09;0;crop
61;zPSCHyRS81IT0QXcSAVDAA;12.3190595585247;8.04519546948555;2021-09;90;collected_point
62;zPSCHyRS81IT0QXcSAVDAA;12.3190595585247;8.04519546948555;2021-09;180;crop
63;zPSCHyRS81IT0QXcSAVDAA;12.3190595585247;8.04519546948555;2021-09;270;crop
64;EZFRGQ8CPGJu8EC9KVQrjw;12.3187172490484;8.04426060948067;2021-09;0;crop
65;EZFRGQ8CPGJu8EC9KVQrjw;12.3187172490484;8.04426060948067;2021-09;90;collected_point
66;EZFRGQ8CPGJu8EC9KVQrjw;12.3187172490484;8.04426060948067;2021-09;180;collected_point
67;EZFRGQ8CPGJu8EC9KVQrjw;12.3187172490484;8.04426060948067;2021-09;270;crop
68;agSnYlKWR1te2Uc5OYf1Mw;12.3182203687754;8.0434089159989;2021-09;0;detected_crop
69;agSnYlKWR1te2Uc5OYf1Mw;12.3182203687754;8.0434089159989;2021-09;90;crop
70;agSnYlKWR1te2Uc5OYf1Mw;12.3182203687754;8.0434089159989;2021-09;180;collected_point
71;agSnYlKWR1te2Uc5OYf1Mw;12.3182203687754;8.0434089159989;2021-09;270;collected_point
72;g1trTJ3W6GmNhatFdgDKPw;12.3178908604608;8.04253950311578;2021-09;0;collected_point
73;g1trTJ3W6GmNhatFdgDKPw;12.3178908604608;8.04253950311578;2021-09;90;collected_point
74;g1trTJ3W6GmNhatFdgDKPw;12.3178908604608;8.04253950311578;2021-09;180;crop
75;g1trTJ3W6GmNhatFdgDKPw;12.3178908604608;8.04253950311578;2021-09;270;collected_point
76;U2vjaBnM0xG5ECo3auqszw;12.3086950335556;8.01715941887661;2021-09;0;crop
77;U2vjaBnM0xG5ECo3auqszw;12.3086950335556;8.01715941887661;2021-09;90;collected_point
78;U2vjaBnM0xG5ECo3auqszw;12.3086950335556;8.01715941887661;2021-09;180;crop
79;U2vjaBnM0xG5ECo3auqszw;12.3086950335556;8.01715941887661;2021-09;270;crop
80;KysssR0lXR2knJFAPIXllw;12.3081692627784;8.01624372608216;2021-09;0;collected_point
81;KysssR0lXR2knJFAPIXllw;12.3081692627784;8.01624372608216;2021-09;90;crop
82;KysssR0lXR2knJFAPIXllw;12.3081692627784;8.01624372608216;2021-09;180;collected_point
83;KysssR0lXR2knJFAPIXllw;12.3081692627784;8.01624372608216;2021-09;270;collected_point
84;HK1i_omoJzfx_tRb2E2Zxg;12.3080027224742;8.01528169951352;2021-09;0;crop
85;HK1i_omoJzfx_tRb2E2Zxg;12.3080027224742;8.01528169951352;2021-09;90;collected_point
86;HK1i_omoJzfx_tRb2E2Zxg;12.3080027224742;8.01528169951352;2021-09;180;collected_point
87;HK1i_omoJzfx_tRb2E2Zxg;12.3080027224742;8.01528169951352;2021-09;270;crop
88;VvMsyZzEVHsf7OQMKVVGRA;12.3074704047254;8.01434963929696;2021-09;0;collected_point
89;VvMsyZzEVHsf7OQMKVVGRA;12.3074704047254;8.01434963929696;2021-09;90;crop
90;VvMsyZzEVHsf7OQMKVVGRA;12.3074704047254;8.01434963929696;2021-09;180;collected_point
91;VvMsyZzEVHsf7OQMKVVGRA;12.3074704047254;8.01434963929696;2021-09;270;collected_point
92;jSJsVQoWF_1T6K9ON3rU4w;12.3071292991796;8.01341118447173;2021-09;0;collected_point
93;jSJsVQoWF_1T6K9ON3rU4w;12.3071292991796;8.01341118447173;2021-09;90;collected_point
94;jSJsVQoWF_1T6K9ON3rU4w;12.3071292991796;8.01341118447173;2021-09;180;collected_point
95;jSJsVQoWF_1T6K9ON3rU4w;12.3071292991796;8.01341118447173;2021-09;270;collected_point
96;RJCTNKA8FoaLdCfrvZDCYA;12.3069656159135;8.01248139486932;2021-09;0;collected_point
97;RJCTNKA8FoaLdCfrvZDCYA;12.3069656159135;8.01248139486932;2021-09;90;collected_point
98;RJCTNKA8FoaLdCfrvZDCYA;12.3069656159135;8.01248139486932;2021-09;180;collected_point
99;RJCTNKA8FoaLdCfrvZDCYA;12.3069656159135;8.01248139486932;2021-09;270;collected_point
100;LDeoVIHDEPBUZ_YZXFDBKg;12.3064376985006;8.01152898656761;2021-09;0;crop
101;LDeoVIHDEPBUZ_YZXFDBKg;12.3064376985006;8.01152898656761;2021-09;90;collected_point
102;LDeoVIHDEPBUZ_YZXFDBKg;12.3064376985006;8.01152898656761;2021-09;180;crop
103;LDeoVIHDEPBUZ_YZXFDBKg;12.3064376985006;8.01152898656761;2021-09;270;collected_point
104;ow4DFTBsSZ_dgGoy8C7vhg;12.3061012517199;8.01061752520774;2021-09;0;collected_point
105;ow4DFTBsSZ_dgGoy8C7vhg;12.3061012517199;8.01061752520774;2021-09;90;collected_point
106;ow4DFTBsSZ_dgGoy8C7vhg;12.3061012517199;8.01061752520774;2021-09;180;collected_point
107;ow4DFTBsSZ_dgGoy8C7vhg;12.3061012517199;8.01061752520774;2021-09;270;collected_point
108;-1b2cHcU7WJvmpHYUbc1qA;12.305770165719;8.0097448460661;2021-09;0;crop
109;-1b2cHcU7WJvmpHYUbc1qA;12.305770165719;8.0097448460661;2021-09;90;collected_point
110;-1b2cHcU7WJvmpHYUbc1qA;12.305770165719;8.0097448460661;2021-09;180;crop
111;-1b2cHcU7WJvmpHYUbc1qA;12.305770165719;8.0097448460661;2021-09;270;crop
112;Yf0gWVdm_aGWHldcocZ97g;12.3054019538728;8.00872516685133;2021-09;0;collected_point
113;Yf0gWVdm_aGWHldcocZ97g;12.3054019538728;8.00872516685133;2021-09;90;crop
114;Yf0gWVdm_aGWHldcocZ97g;12.3054019538728;8.00872516685133;2021-09;180;collected_point
115;Yf0gWVdm_aGWHldcocZ97g;12.3054019538728;8.00872516685133;2021-09;270;collected_point
116;abfR3VuKsAEqZB-DqeW6Eg;12.3050719495789;8.00783013067242;2021-09;0;crop
117;abfR3VuKsAEqZB-DqeW6Eg;12.3050719495789;8.00783013067242;2021-09;90;collected_point
118;abfR3VuKsAEqZB-DqeW6Eg;12.3050719495789;8.00783013067242;2021-09;180;collected_point
119;abfR3VuKsAEqZB-DqeW6Eg;12.3050719495789;8.00783013067242;2021-09;270;collected_point
120;Z9oOJVkEMai_f3Pv0xVQoQ;12.3047424656547;8.00691721852267;2021-09;0;crop
121;Z9oOJVkEMai_f3Pv0xVQoQ;12.3047424656547;8.00691721852267;2021-09;90;collected_point
122;Z9oOJVkEMai_f3Pv0xVQoQ;12.3047424656547;8.00691721852267;2021-09;180;collected_point
123;Z9oOJVkEMai_f3Pv0xVQoQ;12.3047424656547;8.00691721852267;2021-09;270;collected_point
124;3QqfWzYwyEPR_IeqZH6vaQ;12.304386533654;8.00591288707329;2021-09;0;crop
125;3QqfWzYwyEPR_IeqZH6vaQ;12.304386533654;8.00591288707329;2021-09;90;collected_point
126;3QqfWzYwyEPR_IeqZH6vaQ;12.304386533654;8.00591288707329;2021-09;180;collected_point
127;3QqfWzYwyEPR_IeqZH6vaQ;12.304386533654;8.00591288707329;2021-09;270;collected_point
128;VhlCvMIp7n5aSnpxuzOR8Q;12.3040367865023;8.00500207902873;2021-09;0;detected_crop
129;VhlCvMIp7n5aSnpxuzOR8Q;12.3040367865023;8.00500207902873;2021-09;90;crop
130;VhlCvMIp7n5aSnpxuzOR8Q;12.3040367865023;8.00500207902873;2021-09;180;crop
131;VhlCvMIp7n5aSnpxuzOR8Q;12.3040367865023;8.00500207902873;2021-09;270;crop
132;-YXJ4SrcE6HGBXhz_i4TYg;12.3036800023427;8.00402955372689;2021-09;0;crop
133;-YXJ4SrcE6HGBXhz_i4TYg;12.3036800023427;8.00402955372689;2021-09;90;crop
134;-YXJ4SrcE6HGBXhz_i4TYg;12.3036800023427;8.00402955372689;2021-09;180;crop
135;-YXJ4SrcE6HGBXhz_i4TYg;12.3036800023427;8.00402955372689;2021-09;270;crop
136;gcH6sOJc5l97dFnJBw1lOA;12.3033435289007;8.00312991710717;2021-09;0;collected_point
137;gcH6sOJc5l97dFnJBw1lOA;12.3033435289007;8.00312991710717;2021-09;90;crop
138;gcH6sOJc5l97dFnJBw1lOA;12.3033435289007;8.00312991710717;2021-09;180;crop
139;gcH6sOJc5l97dFnJBw1lOA;12.3033435289007;8.00312991710717;2021-09;270;collected_point
140;qJrUFdcX66SpIrn-WOE6pw;12.3030017625568;8.00220075916618;2021-09;0;crop
141;qJrUFdcX66SpIrn-WOE6pw;12.3030017625568;8.00220075916618;2021-09;90;collected_point
142;qJrUFdcX66SpIrn-WOE6pw;12.3030017625568;8.00220075916618;2021-09;180;collected_point
143;qJrUFdcX66SpIrn-WOE6pw;12.3030017625568;8.00220075916618;2021-09;270;crop
144;eVHdy5RsWYhQ9YgenPhv4w;12.3026684560715;8.00127560628101;2021-09;0;collected_point
145;eVHdy5RsWYhQ9YgenPhv4w;12.3026684560715;8.00127560628101;2021-09;90;collected_point
146;eVHdy5RsWYhQ9YgenPhv4w;12.3026684560715;8.00127560628101;2021-09;180;collected_point
147;eVHdy5RsWYhQ9YgenPhv4w;12.3026684560715;8.00127560628101;2021-09;270;collected_point
148;cZf0wqOGSakED-kxE6KA2g;12.3022876110057;8.00024514918656;2021-09;0;collected_point
149;cZf0wqOGSakED-kxE6KA2g;12.3022876110057;8.00024514918656;2021-09;90;crop
150;cZf0wqOGSakED-kxE6KA2g;12.3022876110057;8.00024514918656;2021-09;180;collected_point
151;cZf0wqOGSakED-kxE6KA2g;12.3022876110057;8.00024514918656;2021-09;270;collected_point
152;UCgyuo1Nko1a296nP5uBAA;12.3021351818832;7.99935254749662;2021-09;0;detected_crop
153;UCgyuo1Nko1a296nP5uBAA;12.3021351818832;7.99935254749662;2021-09;90;collected_point
154;UCgyuo1Nko1a296nP5uBAA;12.3021351818832;7.99935254749662;2021-09;180;crop
155;UCgyuo1Nko1a296nP5uBAA;12.3021351818832;7.99935254749662;2021-09;270;crop
156;21MA2ErjMV96xv84of9brA;12.3016073374573;7.99840197628563;2021-09;0;crop
157;21MA2ErjMV96xv84of9brA;12.3016073374573;7.99840197628563;2021-09;90;collected_point
158;21MA2ErjMV96xv84of9brA;12.3016073374573;7.99840197628563;2021-09;180;crop
159;21MA2ErjMV96xv84of9brA;12.3016073374573;7.99840197628563;2021-09;270;crop
160;R87g8-ACUXxSQVjCgV0Cag;12.301303249013;7.99754416869405;2021-09;0;crop
161;R87g8-ACUXxSQVjCgV0Cag;12.301303249013;7.99754416869405;2021-09;90;crop
162;R87g8-ACUXxSQVjCgV0Cag;12.301303249013;7.99754416869405;2021-09;180;crop
163;R87g8-ACUXxSQVjCgV0Cag;12.301303249013;7.99754416869405;2021-09;270;crop
164;off7Us4cnib3Ssb0PQZHcg;12.3009332537474;7.99655710366378;2021-09;0;collected_point
165;off7Us4cnib3Ssb0PQZHcg;12.3009332537474;7.99655710366378;2021-09;90;crop
166;off7Us4cnib3Ssb0PQZHcg;12.3009332537474;7.99655710366378;2021-09;180;crop
167;off7Us4cnib3Ssb0PQZHcg;12.3009332537474;7.99655710366378;2021-09;270;crop
168;fDdqwSR98DTHJ6Ow4zLDHg;12.3006879756535;7.99559667059174;2021-09;0;crop
169;fDdqwSR98DTHJ6Ow4zLDHg;12.3006879756535;7.99559667059174;2021-09;90;collected_point
170;fDdqwSR98DTHJ6Ow4zLDHg;12.3006879756535;7.99559667059174;2021-09;180;collected_point
171;fDdqwSR98DTHJ6Ow4zLDHg;12.3006879756535;7.99559667059174;2021-09;270;collected_point
172;Kwkx4oSOuwxjdBkQcmzySQ;12.3002152973588;7.99466195341717;2021-09;0;collected_point
173;Kwkx4oSOuwxjdBkQcmzySQ;12.3002152973588;7.99466195341717;2021-09;90;collected_point
174;Kwkx4oSOuwxjdBkQcmzySQ;12.3002152973588;7.99466195341717;2021-09;180;collected_point
175;Kwkx4oSOuwxjdBkQcmzySQ;12.3002152973588;7.99466195341717;2021-09;270;detected_crop
176;qQ_Ql1kXJJj8nUVZU69Lnw;12.2998874581278;7.99376526185595;2021-09;0;collected_point
177;qQ_Ql1kXJJj8nUVZU69Lnw;12.2998874581278;7.99376526185595;2021-09;90;detected_crop
178;qQ_Ql1kXJJj8nUVZU69Lnw;12.2998874581278;7.99376526185595;2021-09;180;collected_point
179;qQ_Ql1kXJJj8nUVZU69Lnw;12.2998874581278;7.99376526185595;2021-09;270;collected_point
180;0jbyeVZWhDpsXU1sIUCUXg;12.2996082097614;7.99274497685116;2021-09;0;crop
181;0jbyeVZWhDpsXU1sIUCUXg;12.2996082097614;7.99274497685116;2021-09;90;collected_point
182;0jbyeVZWhDpsXU1sIUCUXg;12.2996082097614;7.99274497685116;2021-09;180;crop
183;0jbyeVZWhDpsXU1sIUCUXg;12.2996082097614;7.99274497685116;2021-09;270;crop
184;hl_IO4Wb5DCqVB7C_CpK8Q;12.299298594418;7.99185912233177;2021-09;0;crop
185;hl_IO4Wb5DCqVB7C_CpK8Q;12.299298594418;7.99185912233177;2021-09;90;collected_point
186;hl_IO4Wb5DCqVB7C_CpK8Q;12.299298594418;7.99185912233177;2021-09;180;collected_point
187;hl_IO4Wb5DCqVB7C_CpK8Q;12.299298594418;7.99185912233177;2021-09;270;crop
188;HR4ek1pdthhkLQsWmu_Dug;12.3026073042064;7.96132011317846;2021-09;0;collected_point
189;HR4ek1pdthhkLQsWmu_Dug;12.3026073042064;7.96132011317846;2021-09;90;collected_point
190;HR4ek1pdthhkLQsWmu_Dug;12.3026073042064;7.96132011317846;2021-09;180;collected_point
191;HR4ek1pdthhkLQsWmu_Dug;12.3026073042064;7.96132011317846;2021-09;270;collected_point
192;QnY4zjys2G30YZ0_G5k9BA;12.3029997206627;7.96030111968173;2021-09;0;collected_point
193;QnY4zjys2G30YZ0_G5k9BA;12.3029997206627;7.96030111968173;2021-09;90;collected_point
194;QnY4zjys2G30YZ0_G5k9BA;12.3029997206627;7.96030111968173;2021-09;180;collected_point
195;QnY4zjys2G30YZ0_G5k9BA;12.3029997206627;7.96030111968173;2021-09;270;collected_point
196;WL0HPvH9fBWlOkRHTdP4CA;12.3031842938386;7.95935904578407;2021-09;0;crop
197;WL0HPvH9fBWlOkRHTdP4CA;12.3031842938386;7.95935904578407;2021-09;90;collected_point
198;WL0HPvH9fBWlOkRHTdP4CA;12.3031842938386;7.95935904578407;2021-09;180;crop
199;WL0HPvH9fBWlOkRHTdP4CA;12.3031842938386;7.95935904578407;2021-09;270;crop
200;j-s4YoYgDzOG7iWwpVvz2w;12.3035415421312;7.95841656854533;2021-09;0;crop
201;j-s4YoYgDzOG7iWwpVvz2w;12.3035415421312;7.95841656854533;2021-09;90;crop
202;j-s4YoYgDzOG7iWwpVvz2w;12.3035415421312;7.95841656854533;2021-09;180;crop
203;j-s4YoYgDzOG7iWwpVvz2w;12.3035415421312;7.95841656854533;2021-09;270;collected_point
204;Ia5A2sO8WvDtJBloAZ3TxQ;12.3039132908056;7.95744342555426;2021-09;0;collected_point
205;Ia5A2sO8WvDtJBloAZ3TxQ;12.3039132908056;7.95744342555426;2021-09;90;collected_point
206;Ia5A2sO8WvDtJBloAZ3TxQ;12.3039132908056;7.95744342555426;2021-09;180;collected_point
207;Ia5A2sO8WvDtJBloAZ3TxQ;12.3039132908056;7.95744342555426;2021-09;270;collected_point
208;Y-Plo9yFaS4iyAImXQYc2Q;12.3042221317019;7.95661246083736;2021-09;0;crop
209;Y-Plo9yFaS4iyAImXQYc2Q;12.3042221317019;7.95661246083736;2021-09;90;crop
210;Y-Plo9yFaS4iyAImXQYc2Q;12.3042221317019;7.95661246083736;2021-09;180;crop
211;Y-Plo9yFaS4iyAImXQYc2Q;12.3042221317019;7.95661246083736;2021-09;270;collected_point
212;aErpZ57JF_eIhUd0RxtMfw;12.3045833447744;7.95566769182528;2021-09;0;detected_crop
213;aErpZ57JF_eIhUd0RxtMfw;12.3045833447744;7.95566769182528;2021-09;90;detected_crop
214;aErpZ57JF_eIhUd0RxtMfw;12.3045833447744;7.95566769182528;2021-09;180;crop
215;aErpZ57JF_eIhUd0RxtMfw;12.3045833447744;7.95566769182528;2021-09;270;detected_crop
216;eKsuxT2ZlaaVhl7AO-0Qpw;12.3049375786258;7.95474230578944;2021-09;0;collected_point
217;eKsuxT2ZlaaVhl7AO-0Qpw;12.3049375786258;7.95474230578944;2021-09;90;collected_point
218;eKsuxT2ZlaaVhl7AO-0Qpw;12.3049375786258;7.95474230578944;2021-09;180;crop
219;eKsuxT2ZlaaVhl7AO-0Qpw;12.3049375786258;7.95474230578944;2021-09;270;collected_point
220;fZNKiMrW3NgTyekeFvMjvg;12.3053057825043;7.95375383275872;2021-09;0;collected_point
221;fZNKiMrW3NgTyekeFvMjvg;12.3053057825043;7.95375383275872;2021-09;90;collected_point
222;fZNKiMrW3NgTyekeFvMjvg;12.3053057825043;7.95375383275872;2021-09;180;detected_crop
223;fZNKiMrW3NgTyekeFvMjvg;12.3053057825043;7.95375383275872;2021-09;270;detected_crop
224;LZtApxN8nlZsisM8_2xfuA;12.3057381647481;7.95288932490512;2021-09;0;collected_point
225;LZtApxN8nlZsisM8_2xfuA;12.3057381647481;7.95288932490512;2021-09;90;collected_point
226;LZtApxN8nlZsisM8_2xfuA;12.3057381647481;7.95288932490512;2021-09;180;collected_point
227;LZtApxN8nlZsisM8_2xfuA;12.3057381647481;7.95288932490512;2021-09;270;collected_point
228;5wkBcDtF2UC87T__y7tW7Q;12.3062330795716;7.95202067085134;2021-09;0;collected_point
229;5wkBcDtF2UC87T__y7tW7Q;12.3062330795716;7.95202067085134;2021-09;90;collected_point
230;5wkBcDtF2UC87T__y7tW7Q;12.3062330795716;7.95202067085134;2021-09;180;collected_point
231;5wkBcDtF2UC87T__y7tW7Q;12.3062330795716;7.95202067085134;2021-09;270;collected_point
232;L6tL4BD3NKsHdhwZK4Fg7w;12.3068156396661;7.95120839031063;2021-09;0;crop
233;L6tL4BD3NKsHdhwZK4Fg7w;12.3068156396661;7.95120839031063;2021-09;90;collected_point
234;L6tL4BD3NKsHdhwZK4Fg7w;12.3068156396661;7.95120839031063;2021-09;180;collected_point
235;L6tL4BD3NKsHdhwZK4Fg7w;12.3068156396661;7.95120839031063;2021-09;270;collected_point
236;gAMBqlLBXEofhvGNPZTJJg;12.3074904984239;7.9504594643258;2021-09;0;crop
237;gAMBqlLBXEofhvGNPZTJJg;12.3074904984239;7.9504594643258;2021-09;90;crop
238;gAMBqlLBXEofhvGNPZTJJg;12.3074904984239;7.9504594643258;2021-09;180;collected_point
239;gAMBqlLBXEofhvGNPZTJJg;12.3074904984239;7.9504594643258;2021-09;270;collected_point
240;CjP77ahR81oAGKgZm-CymQ;12.3082096595846;7.94982967092385;2021-09;0;collected_point
241;CjP77ahR81oAGKgZm-CymQ;12.3082096595846;7.94982967092385;2021-09;90;collected_point
242;CjP77ahR81oAGKgZm-CymQ;12.3082096595846;7.94982967092385;2021-09;180;crop
243;CjP77ahR81oAGKgZm-CymQ;12.3082096595846;7.94982967092385;2021-09;270;collected_point
244;bT9xlkNo7tyqEIE6MdTf_Q;12.2330699230302;8.23720450918941;2021-09;0;collected_point
245;bT9xlkNo7tyqEIE6MdTf_Q;12.2330699230302;8.23720450918941;2021-09;90;collected_point
246;bT9xlkNo7tyqEIE6MdTf_Q;12.2330699230302;8.23720450918941;2021-09;180;collected_point
247;bT9xlkNo7tyqEIE6MdTf_Q;12.2330699230302;8.23720450918941;2021-09;270;collected_point
248;65xPRRr9GJAWsQLy6pZGUA;12.2330070592141;8.23693335128343;2021-09;0;collected_point
249;65xPRRr9GJAWsQLy6pZGUA;12.2330070592141;8.23693335128343;2021-09;90;collected_point
250;65xPRRr9GJAWsQLy6pZGUA;12.2330070592141;8.23693335128343;2021-09;180;collected_point
251;65xPRRr9GJAWsQLy6pZGUA;12.2330070592141;8.23693335128343;2021-09;270;collected_point
252;iip5MAfyMyEI3dH2RGl7qA;12.2729808040062;8.18749692522155;2021-09;0;collected_point
253;iip5MAfyMyEI3dH2RGl7qA;12.2729808040062;8.18749692522155;2021-09;90;collected_point
254;iip5MAfyMyEI3dH2RGl7qA;12.2729808040062;8.18749692522155;2021-09;180;collected_point
255;iip5MAfyMyEI3dH2RGl7qA;12.2729808040062;8.18749692522155;2021-09;270;collected_point
256;T2doZYUU2Wh_I8BFDWtHxQ;12.2732581538229;8.1866591510711;2021-09;0;collected_point
257;T2doZYUU2Wh_I8BFDWtHxQ;12.2732581538229;8.1866591510711;2021-09;90;collected_point
258;T2doZYUU2Wh_I8BFDWtHxQ;12.2732581538229;8.1866591510711;2021-09;180;crop
259;T2doZYUU2Wh_I8BFDWtHxQ;12.2732581538229;8.1866591510711;2021-09;270;collected_point
260;aqPs4nAM8LdYj8EOGDwsyw;12.273727730677;8.18585533057958;2021-09;0;detected_crop
261;aqPs4nAM8LdYj8EOGDwsyw;12.273727730677;8.18585533057958;2021-09;90;collected_point
262;aqPs4nAM8LdYj8EOGDwsyw;12.273727730677;8.18585533057958;2021-09;180;crop
263;aqPs4nAM8LdYj8EOGDwsyw;12.273727730677;8.18585533057958;2021-09;270;crop
264;PzWaKv8_L8UyMrsWZ4ss0g;12.2744367519484;8.18511131658491;2021-09;0;collected_point
265;PzWaKv8_L8UyMrsWZ4ss0g;12.2744367519484;8.18511131658491;2021-09;90;detected_crop
266;PzWaKv8_L8UyMrsWZ4ss0g;12.2744367519484;8.18511131658491;2021-09;180;collected_point
267;PzWaKv8_L8UyMrsWZ4ss0g;12.2744367519484;8.18511131658491;2021-09;270;collected_point
