panoid,Latitude,Longitude,date,angle,type
k1_smmN0weh1gY-jf-w98A,0.289342560905677,34.171852707098,2021-11,180,non_crop
k1_smmN0weh1gY-jf-w98A,0.289342560905677,34.171852707098,2021-11,270,non_crop
4T6Ahz2v3KNxvq0s21jRzw,0.288996180310881,34.171616688903,2021-11,0,non_crop
4T6Ahz2v3KNxvq0s21jRzw,0.288996180310881,34.171616688903,2021-11,90,crop
4T6Ahz2v3KNxvq0s21jRzw,0.288996180310881,34.171616688903,2021-11,180,non_crop
4T6Ahz2v3KNxvq0s21jRzw,0.288996180310881,34.171616688903,2021-11,270,crop
51WHJYp-0zX3S3eGDUm-Tw,0.107785976182953,34.1719164429374,2021-11,0,non_crop
51WHJYp-0zX3S3eGDUm-Tw,0.107785976182953,34.1719164429374,2021-11,90,crop
51WHJYp-0zX3S3eGDUm-Tw,0.107785976182953,34.1719164429374,2021-11,180,crop
51WHJYp-0zX3S3eGDUm-Tw,0.107785976182953,34.1719164429374,2021-11,270,non_crop
mMhvF91hChZUWntjVBDJdA,-1.00631706931279,34.1719533604802,2021-11,0,non_crop
mMhvF91hChZUWntjVBDJdA,-1.00631706931279,34.1719533604802,2021-11,90,non_crop
mMhvF91hChZUWntjVBDJdA,-1.00631706931279,34.1719533604802,2021-11,180,non_crop
mMhvF91hChZUWntjVBDJdA,-1.00631706931279,34.1719533604802,2021-11,270,non_crop
GvoZru0RjoKMhOAtOCxSHA,-1.0063529403387,34.17183607297,2021-11,0,non_crop
GvoZru0RjoKMhOAtOCxSHA,-1.0063529403387,34.17183607297,2021-11,90,non_crop
GvoZru0RjoKMhOAtOCxSHA,-1.0063529403387,34.17183607297,2021-11,180,non_crop
GvoZru0RjoKMhOAtOCxSHA,-1.0063529403387,34.17183607297,2021-11,270,non_crop
OR8f--VgxPeSsVvUT8UHHA,-1.00629487227596,34.1720232916003,2021-11,0,non_crop
OR8f--VgxPeSsVvUT8UHHA,-1.00629487227596,34.1720232916003,2021-11,90,non_crop
OR8f--VgxPeSsVvUT8UHHA,-1.00629487227596,34.1720232916003,2021-11,180,non_crop
OR8f--VgxPeSsVvUT8UHHA,-1.00629487227596,34.1720232916003,2021-11,270,non_crop
mxpZEy_wpeimkO0Q2Cew5w,0.35805578537434,34.1721982040307,2021-11,0,crop
mxpZEy_wpeimkO0Q2Cew5w,0.35805578537434,34.1721982040307,2021-11,90,crop
mxpZEy_wpeimkO0Q2Cew5w,0.35805578537434,34.1721982040307,2021-11,180,non_crop
mxpZEy_wpeimkO0Q2Cew5w,0.35805578537434,34.1721982040307,2021-11,270,non_crop
mFrl4X1GIhkhwuiEfGGfnQ,0.357828237981084,34.1724469508176,2021-11,0,crop
mFrl4X1GIhkhwuiEfGGfnQ,0.357828237981084,34.1724469508176,2021-11,90,crop
mFrl4X1GIhkhwuiEfGGfnQ,0.357828237981084,34.1724469508176,2021-11,180,non_crop
mFrl4X1GIhkhwuiEfGGfnQ,0.357828237981084,34.1724469508176,2021-11,270,non_crop
qzjW8Dn47ssU9a9ALY4AjQ,0.290279467035398,34.172410372947,2021-11,0,non_crop
qzjW8Dn47ssU9a9ALY4AjQ,0.290279467035398,34.172410372947,2021-11,90,crop
qzjW8Dn47ssU9a9ALY4AjQ,0.290279467035398,34.172410372947,2021-11,180,non_crop
qzjW8Dn47ssU9a9ALY4AjQ,0.290279467035398,34.172410372947,2021-11,270,non_crop
XjCv21Ltd9L34jPgt4Y7gA,0.289908032107798,34.172238346428,2021-11,0,non_crop
XjCv21Ltd9L34jPgt4Y7gA,0.289908032107798,34.172238346428,2021-11,90,non_crop
XjCv21Ltd9L34jPgt4Y7gA,0.289908032107798,34.172238346428,2021-11,180,non_crop
XjCv21Ltd9L34jPgt4Y7gA,0.289908032107798,34.172238346428,2021-11,270,non_crop
hSS38mNS3bWrbbiZeJvEpg,0.107800579334244,34.172414022248,2021-11,0,crop
hSS38mNS3bWrbbiZeJvEpg,0.107800579334244,34.172414022248,2021-11,90,non_crop
hSS38mNS3bWrbbiZeJvEpg,0.107800579334244,34.172414022248,2021-11,180,non_crop
hSS38mNS3bWrbbiZeJvEpg,0.107800579334244,34.172414022248,2021-11,270,crop
pdPTe_CN5DXKigI4wUj5Nw,-1.00612227027742,34.1726238143724,2021-11,0,non_crop
pdPTe_CN5DXKigI4wUj5Nw,-1.00612227027742,34.1726238143724,2021-11,90,non_crop
pdPTe_CN5DXKigI4wUj5Nw,-1.00612227027742,34.1726238143724,2021-11,180,non_crop
pdPTe_CN5DXKigI4wUj5Nw,-1.00612227027742,34.1726238143724,2021-11,270,non_crop
ugWOW_FpELFhRpHvr5TZDg,-1.00618393732611,34.1724197083678,2021-11,0,non_crop
ugWOW_FpELFhRpHvr5TZDg,-1.00618393732611,34.1724197083678,2021-11,90,non_crop
ugWOW_FpELFhRpHvr5TZDg,-1.00618393732611,34.1724197083678,2021-11,180,non_crop
ugWOW_FpELFhRpHvr5TZDg,-1.00618393732611,34.1724197083678,2021-11,270,non_crop
7IcA3kh4tLWBHCNhafHgZQ,0.357568927469493,34.172719120261,2021-11,0,undecided
7IcA3kh4tLWBHCNhafHgZQ,0.357568927469493,34.172719120261,2021-11,90,undecided
7IcA3kh4tLWBHCNhafHgZQ,0.357568927469493,34.172719120261,2021-11,180,non_crop
7IcA3kh4tLWBHCNhafHgZQ,0.357568927469493,34.172719120261,2021-11,270,non_crop
4srIDCtt8Iz8aJSSr9Cv1w,0.357396722366822,34.172958699979,2018-06,0,crop
4srIDCtt8Iz8aJSSr9Cv1w,0.357396722366822,34.172958699979,2018-06,90,undecided
4srIDCtt8Iz8aJSSr9Cv1w,0.357396722366822,34.172958699979,2018-06,180,crop
4srIDCtt8Iz8aJSSr9Cv1w,0.357396722366822,34.172958699979,2018-06,270,undecided
zHU3SCQSaApZt4GKvezI3Q,0.357367412998185,34.1729362102345,2021-11,0,crop
zHU3SCQSaApZt4GKvezI3Q,0.357367412998185,34.1729362102345,2021-11,90,non_crop
zHU3SCQSaApZt4GKvezI3Q,0.357367412998185,34.1729362102345,2021-11,180,non_crop
zHU3SCQSaApZt4GKvezI3Q,0.357367412998185,34.1729362102345,2021-11,270,non_crop
rEnrET91NwkwM2yi-nBAfw,0.107795725836792,34.1728844413673,2021-11,0,crop
rEnrET91NwkwM2yi-nBAfw,0.107795725836792,34.1728844413673,2021-11,90,undecided
rEnrET91NwkwM2yi-nBAfw,0.107795725836792,34.1728844413673,2021-11,180,non_crop
rEnrET91NwkwM2yi-nBAfw,0.107795725836792,34.1728844413673,2021-11,270,crop
k7HZ_ifXJ5zlgbFySDCCpw,-1.00599020704443,34.1730312611919,2021-11,0,non_crop
k7HZ_ifXJ5zlgbFySDCCpw,-1.00599020704443,34.1730312611919,2021-11,90,non_crop
k7HZ_ifXJ5zlgbFySDCCpw,-1.00599020704443,34.1730312611919,2021-11,180,non_crop
k7HZ_ifXJ5zlgbFySDCCpw,-1.00599020704443,34.1730312611919,2021-11,270,non_crop
2QCcVcurv_fVHppnlYjJJw,-1.00602099916124,34.17293773784,2021-11,0,non_crop
2QCcVcurv_fVHppnlYjJJw,-1.00602099916124,34.17293773784,2021-11,90,non_crop
2QCcVcurv_fVHppnlYjJJw,-1.00602099916124,34.17293773784,2021-11,180,non_crop
2QCcVcurv_fVHppnlYjJJw,-1.00602099916124,34.17293773784,2021-11,270,non_crop
l63p1HJB199GljMmrSlPhg,0.357084376210244,34.1732325652097,2022-02,0,non_crop
l63p1HJB199GljMmrSlPhg,0.357084376210244,34.1732325652097,2022-02,90,non_crop
l63p1HJB199GljMmrSlPhg,0.357084376210244,34.1732325652097,2022-02,180,non_crop
l63p1HJB199GljMmrSlPhg,0.357084376210244,34.1732325652097,2022-02,270,non_crop
rvxtYRZQ43SaJjXV1pJHjw,0.357115165284904,34.1732288310752,2018-06,0,non_crop
rvxtYRZQ43SaJjXV1pJHjw,0.357115165284904,34.1732288310752,2018-06,90,non_crop
rvxtYRZQ43SaJjXV1pJHjw,0.357115165284904,34.1732288310752,2018-06,180,non_crop
rvxtYRZQ43SaJjXV1pJHjw,0.357115165284904,34.1732288310752,2018-06,270,non_crop
l1-XexTtw-clFxXyfXrBsg,0.357121207701008,34.1732637961468,2021-11,0,non_crop
l1-XexTtw-clFxXyfXrBsg,0.357121207701008,34.1732637961468,2021-11,90,non_crop
l1-XexTtw-clFxXyfXrBsg,0.357121207701008,34.1732637961468,2021-11,180,non_crop
l1-XexTtw-clFxXyfXrBsg,0.357121207701008,34.1732637961468,2021-11,270,undecided
OFjmZJSY-FefL_YA_gbjOA,0.356879938273125,34.1734807150745,2021-11,0,non_crop
OFjmZJSY-FefL_YA_gbjOA,0.356879938273125,34.1734807150745,2021-11,90,non_crop
OFjmZJSY-FefL_YA_gbjOA,0.356879938273125,34.1734807150745,2021-11,180,non_crop
OFjmZJSY-FefL_YA_gbjOA,0.356879938273125,34.1734807150745,2021-11,270,non_crop
P6vGr1aUIfnaZ084Mlj-lg,0.107799743682414,34.17357686872,2021-11,0,crop
P6vGr1aUIfnaZ084Mlj-lg,0.107799743682414,34.17357686872,2021-11,90,undecided
P6vGr1aUIfnaZ084Mlj-lg,0.107799743682414,34.17357686872,2021-11,180,non_crop
P6vGr1aUIfnaZ084Mlj-lg,0.107799743682414,34.17357686872,2021-11,270,undecided
MPsDpbTP3ahwsgQC_Dhbkw,0.10779815053081,34.1734369239716,2021-11,0,crop
MPsDpbTP3ahwsgQC_Dhbkw,0.10779815053081,34.1734369239716,2021-11,90,undecided
MPsDpbTP3ahwsgQC_Dhbkw,0.10779815053081,34.1734369239716,2021-11,180,undecided
MPsDpbTP3ahwsgQC_Dhbkw,0.10779815053081,34.1734369239716,2021-11,270,crop
5qg97ocC1JZDLpM0NBrySg,-1.00585320235222,34.1734562735313,2021-11,0,non_crop
5qg97ocC1JZDLpM0NBrySg,-1.00585320235222,34.1734562735313,2021-11,90,non_crop
5qg97ocC1JZDLpM0NBrySg,-1.00585320235222,34.1734562735313,2021-11,180,non_crop
5qg97ocC1JZDLpM0NBrySg,-1.00585320235222,34.1734562735313,2021-11,270,non_crop
D-F4oi_gcQP48jB0tIV6Aw,-1.00587601947289,34.1733800633992,2021-11,0,non_crop
D-F4oi_gcQP48jB0tIV6Aw,-1.00587601947289,34.1733800633992,2021-11,90,non_crop
D-F4oi_gcQP48jB0tIV6Aw,-1.00587601947289,34.1733800633992,2021-11,180,non_crop
D-F4oi_gcQP48jB0tIV6Aw,-1.00587601947289,34.1733800633992,2021-11,270,non_crop
nxNs745kJnOCS8AV3R_OhQ,-1.0059353707561,34.1731970060588,2021-11,0,non_crop
nxNs745kJnOCS8AV3R_OhQ,-1.0059353707561,34.1731970060588,2021-11,90,non_crop
nxNs745kJnOCS8AV3R_OhQ,-1.0059353707561,34.1731970060588,2021-11,180,non_crop
nxNs745kJnOCS8AV3R_OhQ,-1.0059353707561,34.1731970060588,2021-11,270,non_crop
H-d0pmYZfAKJlN906NVVUw,0.356601863818187,34.1737877613958,2021-11,0,non_crop
H-d0pmYZfAKJlN906NVVUw,0.356601863818187,34.1737877613958,2021-11,90,non_crop
H-d0pmYZfAKJlN906NVVUw,0.356601863818187,34.1737877613958,2021-11,180,non_crop
H-d0pmYZfAKJlN906NVVUw,0.356601863818187,34.1737877613958,2021-11,270,non_crop
4GtzuT5bF3_U1fKFBzOHNg,0.356377627287023,34.1740320907636,2021-11,0,non_crop
4GtzuT5bF3_U1fKFBzOHNg,0.356377627287023,34.1740320907636,2021-11,90,non_crop
4GtzuT5bF3_U1fKFBzOHNg,0.356377627287023,34.1740320907636,2021-11,180,non_crop
4GtzuT5bF3_U1fKFBzOHNg,0.356377627287023,34.1740320907636,2021-11,270,non_crop
3YeurGttuBADqNo4sR_MhA,0.107803546037804,34.1739293180536,2021-11,0,crop
3YeurGttuBADqNo4sR_MhA,0.107803546037804,34.1739293180536,2021-11,90,crop
3YeurGttuBADqNo4sR_MhA,0.107803546037804,34.1739293180536,2021-11,180,undecided
3YeurGttuBADqNo4sR_MhA,0.107803546037804,34.1739293180536,2021-11,270,undecided
c4dM3YSqo-bv2fSBuoImqg,-1.0056757063721,34.1740403227592,2021-11,0,non_crop
c4dM3YSqo-bv2fSBuoImqg,-1.0056757063721,34.1740403227592,2021-11,90,non_crop
c4dM3YSqo-bv2fSBuoImqg,-1.0056757063721,34.1740403227592,2021-11,180,non_crop
c4dM3YSqo-bv2fSBuoImqg,-1.0056757063721,34.1740403227592,2021-11,270,non_crop
KXKExtoj05FK2Of4s99sNQ,-1.00569902576807,34.1739575784389,2021-11,0,non_crop
KXKExtoj05FK2Of4s99sNQ,-1.00569902576807,34.1739575784389,2021-11,90,non_crop
KXKExtoj05FK2Of4s99sNQ,-1.00569902576807,34.1739575784389,2021-11,180,non_crop
KXKExtoj05FK2Of4s99sNQ,-1.00569902576807,34.1739575784389,2021-11,270,non_crop
F2fkrsXvgzJANaZWFXEn0Q,0.356134367275984,34.1742998424008,2021-11,0,non_crop
F2fkrsXvgzJANaZWFXEn0Q,0.356134367275984,34.1742998424008,2021-11,90,non_crop
F2fkrsXvgzJANaZWFXEn0Q,0.356134367275984,34.1742998424008,2021-11,180,non_crop
F2fkrsXvgzJANaZWFXEn0Q,0.356134367275984,34.1742998424008,2021-11,270,non_crop
1yFggr1MwltPP5tM4A5zAw,0.355936607662239,34.1745195593937,2021-11,0,non_crop
1yFggr1MwltPP5tM4A5zAw,0.355936607662239,34.1745195593937,2021-11,90,non_crop
1yFggr1MwltPP5tM4A5zAw,0.355936607662239,34.1745195593937,2021-11,180,undecided
1yFggr1MwltPP5tM4A5zAw,0.355936607662239,34.1745195593937,2021-11,270,non_crop
Jh2Pv_WJo2ZO71BS0-UJCQ,0.355860303406534,34.1746042551018,2021-11,0,non_crop
Jh2Pv_WJo2ZO71BS0-UJCQ,0.355860303406534,34.1746042551018,2021-11,90,non_crop
Jh2Pv_WJo2ZO71BS0-UJCQ,0.355860303406534,34.1746042551018,2021-11,180,undecided
Jh2Pv_WJo2ZO71BS0-UJCQ,0.355860303406534,34.1746042551018,2021-11,270,non_crop
NRBTyCf-D7xudK3mF96ZRg,0.107809383594044,34.1744917235123,2021-11,0,non_crop
NRBTyCf-D7xudK3mF96ZRg,0.107809383594044,34.1744917235123,2021-11,90,crop
NRBTyCf-D7xudK3mF96ZRg,0.107809383594044,34.1744917235123,2021-11,180,crop
NRBTyCf-D7xudK3mF96ZRg,0.107809383594044,34.1744917235123,2021-11,270,undecided
txRpq7CJm_ktiNZxKCAEmw,-1.00547240705005,34.1746459240031,2021-11,0,non_crop
txRpq7CJm_ktiNZxKCAEmw,-1.00547240705005,34.1746459240031,2021-11,90,non_crop
txRpq7CJm_ktiNZxKCAEmw,-1.00547240705005,34.1746459240031,2021-11,180,non_crop
txRpq7CJm_ktiNZxKCAEmw,-1.00547240705005,34.1746459240031,2021-11,270,non_crop
HzZcC41xJK2tl-7sAW6GSQ,-1.0055051497161,34.1745413698192,2021-11,0,non_crop
HzZcC41xJK2tl-7sAW6GSQ,-1.0055051497161,34.1745413698192,2021-11,90,non_crop
HzZcC41xJK2tl-7sAW6GSQ,-1.0055051497161,34.1745413698192,2021-11,180,non_crop
HzZcC41xJK2tl-7sAW6GSQ,-1.0055051497161,34.1745413698192,2021-11,270,non_crop
U8fTxRS6LPssgFzYsgW_jA,-1.00554992578243,34.1743997292578,2021-11,0,non_crop
U8fTxRS6LPssgFzYsgW_jA,-1.00554992578243,34.1743997292578,2021-11,90,non_crop
U8fTxRS6LPssgFzYsgW_jA,-1.00554992578243,34.1743997292578,2021-11,180,non_crop
U8fTxRS6LPssgFzYsgW_jA,-1.00554992578243,34.1743997292578,2021-11,270,non_crop
VEzmrNYIibfU6p8L4zgXKQ,-1.00557921460827,34.174315118223,2021-11,0,non_crop
VEzmrNYIibfU6p8L4zgXKQ,-1.00557921460827,34.174315118223,2021-11,90,non_crop
VEzmrNYIibfU6p8L4zgXKQ,-1.00557921460827,34.174315118223,2021-11,180,non_crop
VEzmrNYIibfU6p8L4zgXKQ,-1.00557921460827,34.174315118223,2021-11,270,non_crop
Ic3t8_HHPrCHa6KAbLNV7g,0.355713143247395,34.1747662630029,2021-11,0,non_crop
Ic3t8_HHPrCHa6KAbLNV7g,0.355713143247395,34.1747662630029,2021-11,90,non_crop
Ic3t8_HHPrCHa6KAbLNV7g,0.355713143247395,34.1747662630029,2021-11,180,crop
Ic3t8_HHPrCHa6KAbLNV7g,0.355713143247395,34.1747662630029,2021-11,270,non_crop
dLmrsx66q3d7aDpA0YPK2Q,0.355458479096061,34.1750871379278,2018-06,0,non_crop
dLmrsx66q3d7aDpA0YPK2Q,0.355458479096061,34.1750871379278,2018-06,90,crop
dLmrsx66q3d7aDpA0YPK2Q,0.355458479096061,34.1750871379278,2018-06,180,crop
dLmrsx66q3d7aDpA0YPK2Q,0.355458479096061,34.1750871379278,2018-06,270,crop
GkIXzlqNC75LspaGV0Ab_w,0.355451038925169,34.175058962762,2021-11,0,non_crop
GkIXzlqNC75LspaGV0Ab_w,0.355451038925169,34.175058962762,2021-11,90,crop
GkIXzlqNC75LspaGV0Ab_w,0.355451038925169,34.175058962762,2021-11,180,crop
GkIXzlqNC75LspaGV0Ab_w,0.355451038925169,34.175058962762,2021-11,270,crop
nTGM7CwFu3GvxvHA3eUt3A,0.107815821531183,34.1749077332575,2021-11,0,crop
nTGM7CwFu3GvxvHA3eUt3A,0.107815821531183,34.1749077332575,2021-11,90,undecided
nTGM7CwFu3GvxvHA3eUt3A,0.107815821531183,34.1749077332575,2021-11,180,crop
nTGM7CwFu3GvxvHA3eUt3A,0.107815821531183,34.1749077332575,2021-11,270,crop
lYfHWBipRh-mqjFuq5-Ylg,-1.00535242237685,34.1749927680606,2021-11,0,non_crop
lYfHWBipRh-mqjFuq5-Ylg,-1.00535242237685,34.1749927680606,2021-11,90,non_crop
lYfHWBipRh-mqjFuq5-Ylg,-1.00535242237685,34.1749927680606,2021-11,180,non_crop
lYfHWBipRh-mqjFuq5-Ylg,-1.00535242237685,34.1749927680606,2021-11,270,non_crop
A3i_zt5CjoPGvW4U3M39Tg,-1.00541215018295,34.1748389924897,2021-11,0,non_crop
A3i_zt5CjoPGvW4U3M39Tg,-1.00541215018295,34.1748389924897,2021-11,90,non_crop
A3i_zt5CjoPGvW4U3M39Tg,-1.00541215018295,34.1748389924897,2021-11,180,non_crop
A3i_zt5CjoPGvW4U3M39Tg,-1.00541215018295,34.1748389924897,2021-11,270,non_crop
6u9i0Jp6tktbHPjeb8Az1w,0.355226009736993,34.1752970935544,2021-11,0,undecided
6u9i0Jp6tktbHPjeb8Az1w,0.355226009736993,34.1752970935544,2021-11,90,undecided
6u9i0Jp6tktbHPjeb8Az1w,0.355226009736993,34.1752970935544,2021-11,180,crop
6u9i0Jp6tktbHPjeb8Az1w,0.355226009736993,34.1752970935544,2021-11,270,crop
9w0_ct3fx2UnaSC3Fj_17g,0.354984908122298,34.1755648414302,2021-11,0,crop
9w0_ct3fx2UnaSC3Fj_17g,0.354984908122298,34.1755648414302,2021-11,90,undecided
9w0_ct3fx2UnaSC3Fj_17g,0.354984908122298,34.1755648414302,2021-11,180,crop
9w0_ct3fx2UnaSC3Fj_17g,0.354984908122298,34.1755648414302,2021-11,270,crop
0i1-5PxUlI8lNjYqKeiYMA,0.107825223475743,34.175453838604,2021-11,0,crop
0i1-5PxUlI8lNjYqKeiYMA,0.107825223475743,34.175453838604,2021-11,90,crop
0i1-5PxUlI8lNjYqKeiYMA,0.107825223475743,34.175453838604,2021-11,180,undecided
0i1-5PxUlI8lNjYqKeiYMA,0.107825223475743,34.175453838604,2021-11,270,undecided
0vYxme4QalX6e1RJKvwhjw,-1.00510843120073,34.1757646122269,2021-11,0,non_crop
0vYxme4QalX6e1RJKvwhjw,-1.00510843120073,34.1757646122269,2021-11,90,non_crop
0vYxme4QalX6e1RJKvwhjw,-1.00510843120073,34.1757646122269,2021-11,180,non_crop
0vYxme4QalX6e1RJKvwhjw,-1.00510843120073,34.1757646122269,2021-11,270,non_crop
InZRPFtSb6iK8-S1phGy-A,-1.00520895499903,34.1754413635072,2021-11,0,non_crop
InZRPFtSb6iK8-S1phGy-A,-1.00520895499903,34.1754413635072,2021-11,90,non_crop
InZRPFtSb6iK8-S1phGy-A,-1.00520895499903,34.1754413635072,2021-11,180,non_crop
InZRPFtSb6iK8-S1phGy-A,-1.00520895499903,34.1754413635072,2021-11,270,non_crop
t6hmlMvaqF1qTXBuCJrMjw,0.354926964662033,34.1756293384223,2021-11,0,crop
t6hmlMvaqF1qTXBuCJrMjw,0.354926964662033,34.1756293384223,2021-11,90,crop
t6hmlMvaqF1qTXBuCJrMjw,0.354926964662033,34.1756293384223,2021-11,180,crop
t6hmlMvaqF1qTXBuCJrMjw,0.354926964662033,34.1756293384223,2021-11,270,crop
g1GW4EkjQ5cp23VqEmaUdA,0.354679231190469,34.1759041290369,2021-11,0,crop
g1GW4EkjQ5cp23VqEmaUdA,0.354679231190469,34.1759041290369,2021-11,90,non_crop
